OBJECTID,NBRHD_NAME,ADJ,GID,SECTOR,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,ID,SHAPESTArea,SHAPESTLength
24158,BRIARWOOD MEADOWS,1.0,144115563682.0,1441.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,31.0,3527985.09164329,8399.17875209803
24159,CAMBRIDGE SQUARE SENIOR APTS,1.0,143391072524.0,1433.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/30 12:58:56+00,776.0,341397.487355201,2996.15926919033
24160,CAMELOT,1.0,140495212022.0,1404.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,395.0,18288202.8276425,23570.0800859845
24161,CAMPOSTELLA SQUARE,1.0,143577651307.0,1435.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,648.0,2434736.06412992,9487.06842905627
24162,CAREY FARM,1.0,140356737870.0,1403.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,102.0,512976.191993045,3383.84554829497
24163,CARRIAGE LANDING,1.0,143335594675.0,1433.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,32.0,26032.1414937255,743.770943827299
24164,CAVALIER INDUSTRIAL PARK,1.0,140444193874.0,1404.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,724.0,50060580.9175971,63859.2138950735
24165,AHOY ACRES,1.0,94559245694.0,9455.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,136.0,6733626.481276,12321.4474607558
24166,ALBEMARLE ACRES WEST,1.0,145169775457.0,1451.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,103.0,13836890.6168599,17444.4869493588
24167,ALBEMARLE FARMS,1.0,145198280506.0,1451.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,104.0,6057751.50938828,12856.4373323625
24168,ALBEMARLE PINES,1.0,145157674697.0,1451.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,105.0,356156.304589286,3085.74878239648
24169,CHESAPEAKE COLONY,1.0,144139866931.0,1441.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/29 15:41:11+00,3.0,2568793.57701934,7099.53622597364
24170,ALDEN SQUARE,1.0,145319088295.0,1453.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2022/07/19 17:57:13+00,106.0,1068547.6576231,6722.05002184339
24171,ALEXIS FOREST,1.0,144183101748.0,1441.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,107.0,415631.619495935,2784.77781460202
24172,ALTA VISTA APARTMENTS,1.0,143390989284.0,1433.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/30 12:57:40+00,108.0,654969.25759895,4227.80720083363
24173,CRESTWOOD MANOR,1.0,143309731249.0,1433.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,109.0,3042562.71153794,8127.47006184007
24174,DAILS LANDING,1.0,144145009094.0,1441.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,110.0,354425.538826647,2503.49874638754
24175,DEEP CREEK CROSSING,1.0,141353473648.0,1413.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,75.0,2631428.84754215,7447.94274585309
24176,DEERVILLE,1.0,142183929099.0,1421.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,76.0,2780949.68291151,8169.51070502693
24177,DOCKWOOD,1.0,84957497600.0,8495.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,38.0,315803.142740023,2785.70239644338
24178,DRUM POINT,1.0,94163451539.0,9416.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,77.0,1217526.05827657,4682.30562253616
24179,EDMONDS CORNER MHP,1.0,143468380339.0,1434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,650.0,879613.650892809,5150.51731324221
24180,ELKHART APARTMENTS,1.0,141413924688.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,39.0,74325.4176788289,1329.94652333649
24181,CEDAR CROSSING CONDOMINIUMS,1.0,142290659349.0,1422.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,547.0,1324775.78460095,6601.15405537217
24182,CEDAR GROVE ACRES,1.0,94442862182.0,9444.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,88.0,4671405.90557111,9958.74394307969
24183,CEDAR LAKES,1.0,143169847831.0,1431.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,89.0,1232150.07371979,8157.006218999
24184,CEDAR LAKES TOWNHOUSES,1.0,143178686475.0,1431.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,79.0,1421876.2176918,5516.72865665736
24185,BROADMOOR,1.0,141483480275.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/09/16 19:23:31+00,720.0,19184781.4098954,60883.4834605703
24186,CARRIAGE HOUSE COMMONS,1.0,145162820077.0,1451.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,40.0,1102600.75816951,4601.65477706133
24187,CARTWRIGHT PLAT,1.0,141216590937.0,1412.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,41.0,574762.932606037,3569.34437488934
24188,CHESAPEAKE CROSSING SHOPPING CTR,1.0,143477172440.0,1434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,777.0,2229880.01332277,6939.96440891067
24189,CHESAPEAKE TOWNHOUSE APARTMENTS,1.0,141453175582.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,42.0,523371.522659859,3607.44655891389
24190,CAMPOSTELLA COMMONS,1.0,143586170056.0,1435.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,81.0,562903.402159716,3289.68184070284
24191,CARRIAGE HOUSE ESTATES,1.0,145069092012.0,1450.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,43.0,5739225.66964955,14770.4741858197
24192,INDUSTRIAL COMMONS,1.0,143611194108.0,1436.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,778.0,63984.9851580963,1031.92247585599
24193,CEDAR LAKES CONDOMINIUMS,1.0,143270700494.0,1432.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,82.0,512837.327734859,3314.75683635292
24194,CENTURY PLAZA APARTMENTS,1.0,144566698701.0,1445.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,45.0,410978.505229522,2667.48550003493
24195,CHESAPEAKE CROSSING SR. APTS,1.0,143478059018.0,1434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,597.0,784456.570287492,5637.99057624546
24196,CHESAPEAKE GENERAL HOSPITAL,1.0,143392937635.0,1433.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/30 13:03:05+00,46.0,3662908.20584712,11008.2094601742
24197,COUNTRYVIEW,1.0,94466975145.0,9446.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/07/02 20:40:55+00,83.0,401856.302929337,2960.82564492039
24198,CROSSBRIDGE COMMONS,1.0,143501386014.0,1435.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,48.0,388292.160762761,2899.58494721217
24199,CROSSWAYS SHOPPING CENTER,1.0,144434561069.0,1444.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2022/07/19 20:26:55+00,49.0,4120162.13208578,11825.0660474595
24200,DOCK LANDING POINTE,1.0,84755038400.0,8475.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,50.0,4603345.00829152,13826.6631007721
24201,DOMINION LAKES,1.0,142392463029.0,1423.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,51.0,3800295.28314453,11267.2061670675
24202,DOMINION PINES APARTMENTS,1.0,143314898617.0,1433.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/03/27 15:16:17+00,84.0,357048.600244433,2478.81063410599
24203,DORCAS ACRES,1.0,143430280817.0,1434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,85.0,375636.124207169,2863.66503462123
24204,EDEN SQUARE OFFICE CONDOMINIUM,1.0,144464947452.0,1444.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,651.0,68823.1173926642,1101.05191618586
24205,INTERSTATE PARK CONDO ,1.0,143422082177.0,1434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,52.0,832898.07992209,4066.95640194186
24206,CEDAR CREEK,1.0,141258593953.0,1412.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,86.0,1158240.74281021,4579.78069765702
24207,CEDARWOOD CONDOMINIUMS,1.0,143210585156.0,1432.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,643.0,710419.545863591,5513.29356626043
24208,DOMINION VILLAGE AT CHESAPEAKE,1.0,140396843540.0,1403.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,53.0,210089.616346461,1834.39501417546
24209,INLET QUAY CONDOMINIUMS,1.0,143239929551.0,1432.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,87.0,496274.814707653,3575.97824095073
24210,ECHO COVE AT RIVER WALK,1.0,143331902036.0,1433.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,118.0,962676.55738403,5029.13491060965
24211,COLLEGE PARK,1.0,144561916717.0,1445.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2023/03/01 15:04:08+00,54.0,1613837.36790297,5393.23254571648
24212,COLONY POINTE,1.0,94256266888.0,9425.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,58.0,459797.037054363,3698.74230447713
24213,CRICKET HOLLOW TOWNHOUSES,1.0,84762871392.0,8476.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,119.0,508623.42865659,3586.3146335034
24214,CUTHERELL PLAT,1.0,143279596936.0,1432.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,120.0,1369225.59449046,5017.18054682478
24215,CYPRESS PLACE,1.0,144473161269.0,1444.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,121.0,1117235.51066076,6352.04219941529
24216,DEEP CREEK LANDING,1.0,141358804597.0,1413.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/09/16 19:23:31+00,122.0,1506684.23288479,5121.51074099876
24217,CHARLESTOWNE LAKES SOUTH,1.0,145480806877.0,1454.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,59.0,4096577.58359322,10895.1812113127
24218,INLAND COLONY,1.0,142296774038.0,1422.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2025/02/12 15:46:54+00,123.0,1719134.55036039,6596.92072919954
24219,CHESAPEAKE COLONY ESTATES,1.0,144250581594.0,1442.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,126.0,5042415.91898082,10079.9430083635
24220,CHESAPEAKE MANOR SENIOR APTS,1.0,143463278061.0,1434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,629.0,664826.08238349,4108.42588883505
24221,GATEWOOD COMMONS CONDOMINIUMS,1.0,141421435019.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,60.0,50264.7657712291,1004.37998749121
24222,GEORGE WASHINGTON TOWNHOUSE APTS,1.0,141413901041.0,1414.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,243.0,235091.782209839,2374.53406873083
24223,RETREAT AT GREENBRIER,1.0,145411168656.0,1454.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2022/07/19 19:49:22+00,678.0,1856389.69305846,6460.85725553114
24224,CHESHIRE FOREST,1.0,143174192748.0,1431.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,667.0,10520093.9533245,18685.8057064726
24225,CHESHIRE MEADOWS,1.0,143193058561.0,1431.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,33.0,1249895.21949358,5810.30534833829
24226,CAROON FARMS,1.0,144005701237.0,1440.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2024/08/23 19:07:29+00,723.0,14162637.6650349,27089.7971466265
24227,JOHNSTOWNE SQUARE,1.0,144220064463.0,1442.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,1.0,398523.250078144,3528.3537264842
24228,CASTLEWOOD TERRACE,1.0,144135230601.0,1441.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,129.0,1789426.36590263,7131.22959124835
24229,CATALINA HEIGHTS,1.0,143429977604.0,1434.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,131.0,1713192.60464265,6364.68860278195
24230,CEDAR POINTE MEADOWS,1.0,141229320458.0,1412.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,61.0,576542.413367564,3557.6860104373
24231,CENTERVILLE FARMS SEC 2,1.0,146044154231.0,1460.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,744.0,296759.516396208,2897.20154833911
24232,CHAPARRAL ARMS APARTMENTS,1.0,143513195187.0,1435.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,132.0,176073.691843725,2496.93080922878
24233,CHARLTON VILLAGE,1.0,84455130104.0,8445.0,CSTINNETTE,2021/09/03 18:53:26+00,CSTINNETTE,2021/09/03 18:53:26+00,133.0,612322.74812155,3559.64671511529
